title,artist,album,year,duration,tags
Let The Sun Shine (2012 Tocadisco),Milk & Sugar,,2012,192702,Nyár;Recurrent 2
We Can Do Better,Matt Simons,,2018,183530,P1
Dear Future Husband,Meghan Trainor,,2014,186502,Recurrent 2;Ritka
This Summer's Gonna Hurt Like A MotherF****r,Maroon 5,,2014,237191,Bonus
Ocean,Martin Garrix/Khalid,,2019,214157,P1
Járom az utadat,Margaret Island/JumoDaddy,,2018,212230,Magyar
Jel,Rúzsa Magdolna,,2016,181672,Magyar
Legszebb szavak,Margaret Island,,2018,210488,Magyar
Szállj le rólam,Rácz Gergő/Burai Krisztián,,2018,159532,Magyar
Irány Sopron!,Majka/Curtis/Pápai Joci,,2018,204776,Magyar;Nyár
ÉLVEZD,Punnany Massif & AMPM Music,,2011,236518,Magyar
Nem táncolsz jobban mint én,Lóci Játszik,,2016,152508,Magyar
Eléglesz,Majka/Kollányi Zsuzsi,,2016,204970,Magyar
Aduász,Rúzsa Magdolna,,2019,219660,Magyar
Hát sok boldogságot!,Rácz Gergő,,2018,211858,Magyar
Füttyös,Majka X Curtis X Király Viktor,,2018,192536,Magyar
Benned a fény,Random Trip/Jónás Vera/Koszi Janka/Lábas Viki/Tóth Vera,,2018,209583,Magyar
Remember,Willcox,,2018,207168,Magyar;Mix;Nyár
Egyetlen (Legyél a kedvenc problémám),Rácz Gergő,,2017,194606,Magyar
Dübörög a Ház,The Biebers/Fura Cse,,2018,194142,Magyar
Vigyázz a madárra,Rúzsa Magdi,,2006,216665,Magyar;Ritka
RÉGI SZŐKE,WELLHELLO,,2017,212067,Magyar;Ritka
Best Friends,Zoohacker & Judie Jay,,2012,230922,Magyar;Ritka
"HELLO, HELLO",NEMAZALÁNY x LIL G,,2018,175658,Magyar;Ritka
The Way I Do,Vekonyz,,2016,192196,Magyar;Ritka
Senki sem,Siklósi Balázs,,2018,237000,Magyar;Nem játszandó
Énidő,Tóth Gabi,,2018,221326,Magyar
A parton várlak,Lotfi Begi/JumoDaddy/Myra Monoka,,2018,195140,Magyar;Nyár
Menj tovább,Pádár Alexandra,,2018,180302,Magyar;Ritka
Pesten ért a tél,LIZA,,2018,200063,Magyar
Egytől hétig,MAGASHEGYI UNDERGROUND,,2018,210930,Magyar
Hazakísérlek,Soulwave,,2018,184668,Magyar
Kirakós,Pápai Joci,,2018,212571,Magyar
Add nekem a nyarad,MYON x THA SHUDRAS,,2018,255256,Magyar;Nyár;Ritka
More Than Gold,newik/Zatt/V. Freeman,,2017,179165,Magyar
GoodBye,Newik/Berkes Oliver,,2016,203560,Magyar
Valódi,NEW LEVEL EMPIRE X REPUBLIC,,2018,215248,Magyar
Idegenek,OliverFromEarth/Fura Csé,,2017,203546,Magyar
A zene kísér majd az úton,Nikolas Takács,,2013,280055,Magyar;Ritka
Around The World,Nikita/Johnny K. Palmer,,2018,185830,Magyar;Mix;Ritka
Nincs tovább,Zaporozsec,,2018,195800,Magyar;Ritka
Ne keresd az igazit az én voltam,Péterfy Bori & Love Band,,2017,178770,Magyar;Ritka
Is Your Love Enough,Little Mix,,2016,223445,Recurrent 2;Ritka
Shallow (A Star Is Born),Lady Gaga/Bradley Cooper,,2018,216247,Recurrent 1
Thunderclouds,LSD/Sia/Diplo/Labrinth,,2018,191843,Recurrent 1
Born To Be Yours,Kygo & Imagine Dragons,,2018,188043,P1
Are You With Me (Kungs Remix),Lost Frequencies,,2014,234591,Mix
Like I Love You,Lost Frequencies/The NGHBRS,,2018,190171,P1
Calypso,Luis Fonsi/Stefflon Don,,2019,263360,Recurrent 1;Ritka
Beggin,Madcon,,2007,194365,Gold;Morning
Audio,LSD/Sia/Diplo/Labrinth,,2019,225419,P1;Ritka
4 Minutes,Madonna,,2008,189962,Gold;Morning
All The Lovers,Kylie Minogue,,2010,214250,Gold;Morning
Familiar,Liam Payne/J. Balvin,,2019,198089,Recurrent 1
Love Someone,Lukas Graham,,2018,207098,Recurrent 1
Whenever,Kris Kross Amsterdam/The Boy Next Door/Conor Maynard,,2018,169389,Recurrent 1
Firework,Katy Perry,,2010,214111,Bonus;Morning
By Your Side,Jonas Blue/RAYE,,2017,204544,P2
Cry Me A River,Justin Timberlake,,2002,290272,Gold
La Camisa Negra,Juanes,,2004,246201,Gold
A Good Night,John Legend/BloodPop,A Good Night,2018,203476,P1
All I Am,Jess Glynne,,2018,218987,Bonus
I'll Be There,Jess Glynne,,2018,199575,Recurrent 1
All Night,Icona Pop,,2013,180395,Recurrent 2;Ritka
Most Girls,Hailee Steinfeld,,2017,237261,Recurrent 2;Ritka
Emergency,Icona Pop,,2015,169621,Recurrent 2
Without Me,Halsey,,2018,203522,P1
Viento,Gianluca Vacchi,,2017,235450,Nyár;P1
On Top of the World,Imagine Dragons,,2012,195790,Recurrent 2;Ritka
El Bano,Enrique Iglesias & Bad Bunny,,2018,216061,Nyár;P2
Goodbye,Feder/Lyse,,2014,197160,Recurrent 2
Trumpets,Jason Derulo,,2013,220218,Recurrent 2
Ain't Nobody,Felix Jaehn/Jasmine Thompson,,2015,185411,Bonus;Nyár
Natural,Imagine Dragons,,2018,190984,Recurrent 1
I Dont Like It I Love It,Flo Rida/Robin Thicke/Verdine White,,2015,223027,P2
Goodbye,Jason Derulo/David Guetta/Nicki Minaj/Willy William,,2018,196069,Nyár;P2
Perfect,Ed Sheeran,,2017,263128,Recurrent 2
Ring Ring,Jax Jones/Mabel/Rich The Kid,,2018,218337,Recurrent 1;Ritka
NEW YORK (EMPIRE STATE OF MIND),Jay Z/Alicia Keys,,2009,280845,Gold
Ex's & Oh's,Elle King,,2015,199668,Recurrent 2
Have It All,Jason Mraz,,2018,245968,Recurrent 2
Sweet Sensation,Flo Rida,,2018,198019,Nyár;Recurrent 1
Make Me Feel,Janelle Monae,,2018,230783,Recurrent 1
Shotgun,George Ezra,,2018,207307,Recurrent 2
Summer Air,Italobrothers,,2017,190705,Nyár;Recurrent 1
Zero,Imagine Dragons,,2018,228716,Recurrent 1;Ritka
In My Feelings,Drake,,2018,218035,Recurrent 2;Ritka
Solo,Clean Bandit/Demi Lovato,,2018,221286,Nyár;Recurrent 1
Yeah 3x,Chris Brown,,2011,241278,Bonus;Ritka
Only You,Cheat Codes/Little Mix,,2018,191077,Recurrent 1
Ma Cherie,Dj Antoine,,2011,191959,Bonus
Don't Leave Me Alone,David Guetta/Anne-Marie,,2018,183809,P1
Your Love,David Guetta & Showtek,,2018,185666,Bonus;Mix
In My Mind,Dynoro/Gigi D'Agostino,,2018,186131,Nyár;Recurrent 1
The Way I Am,Charlie Puth,,2018,184250,Recurrent 2
Say My Name,David Guetta/Bebe Rexha/J Balvin,,2018,198251,Nyár;Recurrent 1
I Like It,Cardi B/Bad Bunny/J Balvin,,2018,251657,Nyár;Recurrent 2
Let It Be Me,David Guetta/Ava Max,,2018,173058,Bonus
One More Time,Daft Punk,,2007,320946,Gold;Nem játszandó
Lose Yourself to Dance,Daft Punk,,2013,250102,Bonus;Nem játszandó
Be Alright,Dean Lewis,,2018,196742,Recurrent 2
SOS,Cher,,2018,205984,Bonus
No Brainer,DJ Khaled/Justin Bieber/Chance the Rapper/Quavo,,2018,260109,Recurrent 2;Ritka
Kiss and Make Up,Dua Lipa & BLACKPINK,,2018,189219,Recurrent 1
Nevermind,Dennis Lloyd,,2017,155178,Recurrent 1
Dura,Daddy Yankee,,2018,200071,Bonus;Nyár
Diamond Heart,Alan Walker/Sophia Somajo,,2018,218406,P2
Years,Alesso/Matthew Koma,,2012,277780,Bonus;Mix
Sing Me To Sleep,Alan Walker,,2016,189056,Recurrent 2
Darkside,Alan Walker/AuRa/Tomine Harket,,2018,213902,P2
The Way I Are,Bebe Rexha/Lil Wayne,,2017,189567,Bonus
Meant To Be,Bebe Rexha & Florida Georgia Line,,2017,166347,Bonus
Let Me Down Slowly,Alec Benjamin,,2018,177377,Recurrent 1
REMEDY,Alesso/Conor Maynard,,2018,189753,Nyár;Recurrent 1
Faded/Cheap Thrills/Alive/Airplanes,Alan Walker/Sia/Hayley Williams/B.o.B/Sean Paul,,2016,292919,Mix;Ritka
La Cintura [Remix],Alvaro Soler/Flo Rida/TINI,,2018,199436,Mix;Nyár;P1
Chasing Highs,ALMA,,2017,209676,Bonus
Promises,Calvin Harris/Sam Smith,,2018,213948,Nyár;Recurrent 1
Puebla,Alvaro Soler,,2018,196046,Ritka
ONLY THING WE KNOW,ALLE FARBEN/YOUNOTUS/KELVIN JONES,,2018,173058,Recurrent 2
We Weren't Born To Follow,Bon Jovi,,2009,243438,Bonus
Keep This Fire Burning,Bolier & Joe Stone,,2002,217338,Bonus
I Believe,Bob Sinclar,,2014,179025,Bonus
Into You,Ariana Grande,,2016,222586,Recurrent 1
Drive,Black Coffee/David Guetta/Delilah Montagu,,2018,191262,Nyár;Recurrent 2
the light is coming,Ariana Grande/Nicki Minaj,,2018,232245,Bonus;Ritka
God is a woman,Ariana Grande,,2018,205264,Recurrent 2
Why Don't We,8 Letters,,2018,191077,Ritka
She Looks So Perfect,5 Seconds of Summer,,2014,218615,Bonus
Want You Back,5 Seconds Of Summer,,2018,171781,Recurrent 2
Youngblood,5 Seconds Of Summer,,2018,205682,Recurrent 1
Groupie,Bob Sinclar,,2012,192539,Bonus
Quarter Past Midnight,Bastille,,2018,203290,Recurrent 2
Sweet but Psycho,Ava Max,,2018,187570,P1
I'M A MESS,BEBE REXHA,,2018,194443,Recurrent 2
"Sex, Love & Water",Armin van Buuren,,2018,197950,Recurrent 2
Taj,BLR x Rave & Crave,,2017,226092,Nyár;Recurrent 1
Breathin,Ariana Grande,,2018,196626,P2
Eastside,benny blanco/Halsey/Khalid,,2018,174056,P2
Beautiful (Hook N Sling's Spectrums Remix),Bazzi,,2018,170805,Recurrent 2
A Little Love - From The John Lewis & Waitrose Christmas Advert 2020,Celeste,A Little Love (From The John Lewis & Waitrose Christmas Advert 2020),2020,178545,Xmas
The Christmas Song,"Shawn Mendes, Camila Cabello",Wonder (Holiday Deluxe),2020,196253,Xmas
All You're Dreaming Of,Liam Gallagher,All You're Dreaming Of,2020,241820,Xmas
In The Morning,Jennifer Lopez,In The Morning,2020,167289,Morning;Recurrent 1
Water,"KREAM, ZOHARA",Water (feat. ZOHARA),2020,192837,TOP
Fake,"Lauv, Conan Gray",Fake,2020,146355,TOP
Hawái - Remix,"Maluma, The Weeknd",Hawái (Remix),2020,200481,Recurrent 1
Running Back To You,"Martin Jensen, Alle Farben, Nico Santos",Running Back To You,2020,176795,TOP
Jerusalema,"Master KG, Nomcebo Zikode",Jerusalema,2020,342611,TOP
Live It Up,Mental As Anything,Essential as Anything (30th Anniversary Edition) [Audio Version],,227825,Recurrent 2
Angels Like You,Miley Cyrus,Plastic Hearts,2020,196371,TOP
No Time For Tears,"Nathan Dawe, Little Mix",No Time For Tears,2020,196776,Current
Enchantment,Nora En Pure,Enchantment,2020,223275,Mix
Lissabon,"Philipp Dittberner, VIZE",Lissabon,2020,136270,TOP
Exotica,"Purple Disco Machine, Mind Enterprises",Exotica,2020,194137,TOP
For Now,Sam Fischer,For Now,2020,211811,Recurrent 1
I Wanna Feel,Secondcity,I Wanna Feel,2014,186065,TOP
Teach Me How To Love,Shawn Mendes,Wonder,2020,202355,TOP
Blinding Lights - Remix,"The Weeknd, ROSALÍA",Blinding Lights (Remix),2020,216122,Recurrent 1
Sunshine,"TIEKS, Dan Harkna",Sunshine (feat. Dan Harkna) [Radio Edit],2016,180604,Morning;Recurrent 1
Promise (No!End Remix),Tolvai Reni pres. DJ Metzker Viktória,Promise (No!End Remix),2014,241873,Magyar
Fly Away,Tones And I,Fly Away,2020,178120,Recurrent 1
Space Melody,"VIZE, Alan Walker, Edward Artemyev, Leony",Space Melody (Edward Artemyev) (feat. Leony),2020,180151,Recurrent 1
Erre már nem fogok emlékezni,"Wellhello, Eckü",Erre már nem fogok emlékezni,2020,196570,Magyar
Fallin’ (Adrenaline),Why Don't We,Fallin’ (Adrenaline),2020,216456,Featured
Lalala,"Y2K, bbno$",Lalala,2019,160625,Bonus
New Shape,Young T & Bugsey,New Shape,2020,221275,Bonus
Nyomodban,"Zaporozsec, Palya Bea",Nyomodban,2020,209600,Magyar
Sun Is Shining,"Bob Marley & The Wailers, Robin Schulz",Sun Is Shining,2020,185000,
Outta Time,"Bryson Tiller, Drake",A N N I V E R S A R Y,2020,198820,Bonus
You Are The Reason,Calum Scott,Only Human (Deluxe),2018,204325,Recurrent 1;Ritka
You Are The Reason - Duet Version,"Calum Scott, Leona Lewis",Only Human (Special Edition),2018,190759,Recurrent 1;Ritka
Let's Love - Robin Schulz Remix,"David Guetta, Sia, Robin Schulz",Let's Love (Robin Schulz Remix),2020,172153,Mix
I Just Wanna,"Felix Jaehn, Cheat Codes, Bow Anderson",I Just Wanna (feat. Bow Anderson),2020,159656,TOP
Come Together,Franky Wah,"The Revival, Vol. 1",2020,187500,TOP
I Follow Rivers,"Helion, Mike Emilio, Vigiland, SUD",I Follow Rivers,2020,150720,TOP
Chew On My Heart,James Bay,Chew On My Heart,2020,195211,Current
